Gene Symbol	Description	Category	Gifts	GC Id	Relevance score	 GeneCards Link
XPNPEP1	X-Prolyl Aminopeptidase 1	Protein Coding	48	GC10M109864	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=XPNPEP1
CNOT4	CCR4-NOT Transcription Complex Subunit 4	Protein Coding	47	GC07M135361	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNOT4
KERA	Keratocan	Protein Coding	47	GC12M091050	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KERA
CILP	Cartilage Intermediate Layer Protein	Protein Coding	47	GC15M065194	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CILP
CHGB	Chromogranin B	Protein Coding	47	GC20P005891	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHGB
FOXF1	Forkhead Box F1	Protein Coding	47	GC16P086510	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXF1
FLCN	Folliculin	Protein Coding	47	GC17M017212	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=FLCN
RS1	Retinoschisin 1	Protein Coding	47	GC0XM018567	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RS1
VPS45	Vacuolar Protein Sorting 45 Homolog	Protein Coding	47	GC01P150068	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=VPS45
VPS4A	Vacuolar Protein Sorting 4 Homolog A	Protein Coding	47	GC16P069311	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=VPS4A
NAPSA	Napsin A Aspartic Peptidase	Protein Coding	47	GC19M050375	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NAPSA
SPEG	SPEG Complex Locus	Protein Coding	47	GC02P219434	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPEG
HLA-DMA	Major Histocompatibility Complex, Class II, DM Alpha	Protein Coding	46	GC06M032933	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-DMA
BRSK2	BR Serine/Threonine Kinase 2	Protein Coding	46	GC11P001389	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=BRSK2
MKRN1	Makorin Ring Finger Protein 1	Protein Coding	46	GC07M140453	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MKRN1
MKS1	Meckel Syndrome, Type 1	Protein Coding	46	GC17M058205	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MKS1
SLC30A5	Solute Carrier Family 30 Member 5	Protein Coding	46	GC05P069093	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC30A5
FYCO1	FYVE And Coiled-Coil Domain Containing 1	Protein Coding	45	GC03M045934	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=FYCO1
RPGRIP1	RPGR Interacting Protein 1	Protein Coding	45	GC14P021288	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPGRIP1
DSG4	Desmoglein 4	Protein Coding	45	GC18P031377	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=DSG4
EARS2	Glutamyl-TRNA Synthetase 2, Mitochondrial	Protein Coding	45	GC16M023533	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=EARS2
UPK1A	Uroplakin 1A	Protein Coding	45	GC19P036738	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=UPK1A
RASGRP4	RAS Guanyl Releasing Protein 4	Protein Coding	45	GC19M038409	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RASGRP4
SON	SON DNA Binding Protein	Protein Coding	45	GC21P033542	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SON
SLC39A5	Solute Carrier Family 39 Member 5	Protein Coding	45	GC12P056237	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC39A5
PPCS	Phosphopantothenoylcysteine Synthetase	Protein Coding	44	GC01P042456	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPCS
HEY2	Hes Related Family BHLH Transcription Factor With YRPW Motif 2	Protein Coding	44	GC06P125730	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HEY2
PNMA2	PNMA Family Member 2	Protein Coding	44	GC08M026504	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PNMA2
GRPEL1	GrpE Like 1, Mitochondrial	Protein Coding	44	GC04M007060	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRPEL1
PPP1R9B	Protein Phosphatase 1 Regulatory Subunit 9B	Protein Coding	44	GC17M050133	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP1R9B
RPS4X	Ribosomal Protein S4 X-Linked	Protein Coding	44	GC0XM072255	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS4X
TXLNA	Taxilin Alpha	Protein Coding	44	GC01P032179	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TXLNA
SIAE	Sialic Acid Acetylesterase	Protein Coding	44	GC11M124633	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIAE
UPK2	Uroplakin 2	Protein Coding	44	GC11P118925	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=UPK2
PAPOLG	Poly(A) Polymerase Gamma	Protein Coding	44	GC02P060756	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAPOLG
TEF	TEF, PAR BZIP Transcription Factor	Protein Coding	44	GC22P041367	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TEF
ARL13B	ADP Ribosylation Factor Like GTPase 13B	Protein Coding	43	GC03P093980	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARL13B
TMEM216	Transmembrane Protein 216	Protein Coding	43	GC11P061391	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM216
EXOC1	Exocyst Complex Component 1	Protein Coding	42	GC04P055853	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=EXOC1
POU4F1	POU Class 4 Homeobox 1	Protein Coding	42	GC13M078598	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=POU4F1
CKAP2	Cytoskeleton Associated Protein 2	Protein Coding	42	GC13P052455	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CKAP2
CNTROB	Centrobin, Centriole Duplication And Spindle Assembly Protein	Protein Coding	42	GC17P007932	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNTROB
LAX1	Lymphocyte Transmembrane Adaptor 1	Protein Coding	42	GC01P203768	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LAX1
GON4L	Gon-4 Like	Protein Coding	42	GC01M155719	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GON4L
TMBIM6	Transmembrane BAX Inhibitor Motif Containing 6	Protein Coding	42	GC12P049707	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMBIM6
KNTC1	Kinetochore Associated 1	Protein Coding	42	GC12P122527	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KNTC1
DZIP1	DAZ Interacting Zinc Finger Protein 1	Protein Coding	42	GC13M095578	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=DZIP1
STK32C	Serine/Threonine Kinase 32C	Protein Coding	42	GC10M132207	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=STK32C
POC1A	POC1 Centriolar Protein A	Protein Coding	41	GC03M052109	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=POC1A
FNIP1	Folliculin Interacting Protein 1	Protein Coding	41	GC05M131641	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=FNIP1
FNIP2	Folliculin Interacting Protein 2	Protein Coding	41	GC04P158769	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=FNIP2
SLC9C1	Solute Carrier Family 9 Member C1	Protein Coding	41	GC03M112140	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC9C1
TSPY1	Testis Specific Protein Y-Linked 1	Protein Coding	41	GC0YP009469	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSPY1
SHISA5	Shisa Family Member 5	Protein Coding	41	GC03M048485	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SHISA5
ZNF334	Zinc Finger Protein 334	Protein Coding	41	GC20M046499	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF334
MFRP	Membrane Frizzled-Related Protein	Protein Coding	40	GC11M119339	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MFRP
MCU	Mitochondrial Calcium Uniporter	Protein Coding	40	GC10P072692	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MCU
RPS4Y1	Ribosomal Protein S4 Y-Linked 1	Protein Coding	40	GC0YP002841	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS4Y1
DENND1B	DENN Domain Containing 1B	Protein Coding	40	GC01M197473	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=DENND1B
TMEM201	Transmembrane Protein 201	Protein Coding	40	GC01P009648	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM201
PDCD11	Programmed Cell Death 11	Protein Coding	40	GC10P103396	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDCD11
OLAH	Oleoyl-ACP Hydrolase	Protein Coding	40	GC10P015074	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=OLAH
SPAG7	Sperm Associated Antigen 7	Protein Coding	40	GC17M004959	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPAG7
GPR180	G Protein-Coupled Receptor 180	Protein Coding	39	GC13P094601	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPR180
CCDC85B	Coiled-Coil Domain Containing 85B	Protein Coding	39	GC11P065890	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC85B
FGFBP2	Fibroblast Growth Factor Binding Protein 2	Protein Coding	39	GC04M015961	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGFBP2
LETM2	Leucine Zipper And EF-Hand Containing Transmembrane Protein 2	Protein Coding	39	GC08P038363	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LETM2
COL6A5	Collagen Type VI Alpha 5 Chain	Protein Coding	39	GC03P130345	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL6A5
ZNF17	Zinc Finger Protein 17	Protein Coding	39	GC19P057411	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF17
C16orf58	Chromosome 16 Open Reading Frame 58	Protein Coding	38	GC16M031501	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=C16orf58
WDR13	WD Repeat Domain 13	Protein Coding	38	GC0XP048590	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=WDR13
TMEM134	Transmembrane Protein 134	Protein Coding	37	GC11M067461	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM134
ATP5PO	ATP Synthase Peripheral Stalk Subunit OSCP	Protein Coding	36	GC21M033904	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP5PO
NME1-NME2	NME1-NME2 Readthrough	Protein Coding	35	GC17P051153	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NME1-NME2
YIPF7	Yip1 Domain Family Member 7	Protein Coding	32	GC04M044624	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=YIPF7
PTENP1	Phosphatase And Tensin Homolog Pseudogene 1	Pseudogene	26	GC09M033665	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTENP1
LRRC75A-AS1	LRRC75A Antisense RNA 1	RNA Gene	24	GC17P016438	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRRC75A-AS1
TUG1	Taurine Up-Regulated 1	RNA Gene	24	GC22P030969	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUG1
TINCR	TINCR Ubiquitin Domain Containing	Protein Coding	24	GC19M005558	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TINCR
FBXL19-AS1	FBXL19 Antisense RNA 1	RNA Gene	19	GC16M030932	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBXL19-AS1
PCAT1	Prostate Cancer Associated Transcript 1	RNA Gene	19	GC08P126559	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCAT1
SNHG5	Small Nucleolar RNA Host Gene 5	RNA Gene	19	GC06M085660	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNHG5
MEG8	Maternally Expressed 8, Small Nucleolar RNA Host Gene	RNA Gene	18	GC14P103217	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MEG8
FENDRR	FOXF1 Adjacent Non-Coding Developmental Regulatory RNA	RNA Gene	18	GC16M086511	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=FENDRR
SNHG28	Small Nucleolar RNA Host Gene 28	RNA Gene	18	GC01M159834	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNHG28
SNORA73B	Small Nucleolar RNA, H/ACA Box 73B	RNA Gene	16	GC01P028508	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORA73B
LINC00977	Long Intergenic Non-Protein Coding RNA 977	RNA Gene	15	GC08M128635	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00977
PRNCR1	Prostate Cancer Associated Non-Coding RNA 1	RNA Gene	14	GC08P127079	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRNCR1
ZFAT-AS1	ZFAT Antisense RNA 1	RNA Gene	14	GC08P134612	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZFAT-AS1
NRIR	Negative Regulator Of Interferon Response	RNA Gene	13	GC02M006828	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NRIR
LINC00824	Long Intergenic Non-Protein Coding RNA 824	RNA Gene	13	GC08M128405	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00824
BACE1-AS	BACE1 Antisense RNA	RNA Gene	11	GC11P117290	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=BACE1-AS
HVBS7	Hepatitis B Virus Integration Site 7	Uncategorized	8	GC18U990018	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HVBS7
HVBS8	Hepatitis B Virus Integration Site 8	Uncategorized	7	GC17U990042	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HVBS8
LOC101929174	Uncharacterized LOC101929174	RNA Gene	7	GC11P088423	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC101929174
SNX10	Sorting Nexin 10	Protein Coding	46	GC07P026291	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNX10
RNU4ATAC	RNA, U4atac Small Nuclear (U12-Dependent Splicing)	RNA Gene	22	GC02P121531	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNU4ATAC
DNTT	DNA Nucleotidylexotransferase	Protein Coding	47	GC10P096304	2.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNTT
LYN	LYN Proto-Oncogene, Src Family Tyrosine Kinase	Protein Coding	57	GC08P055879	2.19	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LYN
HNF1B	HNF1 Homeobox B	Protein Coding	50	GC17M037686	2.19	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNF1B
SLC27A2	Solute Carrier Family 27 Member 2	Protein Coding	49	GC15P050182	2.18	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC27A2
NPTN	Neuroplastin	Protein Coding	47	GC15M073560	2.18	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPTN
CGAS	Cyclic GMP-AMP Synthase	Protein Coding	32	GC06M073414	2.18	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CGAS
VCAN	Versican	Protein Coding	53	GC05P083471	2.18	https://www.genecards.org/cgi-bin/carddisp.pl?gene=VCAN
CEBPA	CCAAT Enhancer Binding Protein Alpha	Protein Coding	53	GC19M033299	2.18	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEBPA
MAP2K7	Mitogen-Activated Protein Kinase Kinase 7	Protein Coding	52	GC19P007903	2.18	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP2K7
TAB1	TGF-Beta Activated Kinase 1 (MAP3K7) Binding Protein 1	Protein Coding	48	GC22P039401	2.18	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAB1
STAP2	Signal Transducing Adaptor Family Member 2	Protein Coding	43	GC19M004324	2.17	https://www.genecards.org/cgi-bin/carddisp.pl?gene=STAP2
RC3H2	Ring Finger And CCCH-Type Domains 2	Protein Coding	41	GC09M122844	2.17	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RC3H2
IGFLR1	IGF Like Family Receptor 1	Protein Coding	40	GC19M038622	2.17	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGFLR1
NOCT	Nocturnin	Protein Coding	33	GC04P139016	2.17	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOCT
DDR2	Discoidin Domain Receptor Tyrosine Kinase 2	Protein Coding	59	GC01P162631	2.17	https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDR2
RYR1	Ryanodine Receptor 1	Protein Coding	56	GC19P038434	2.17	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RYR1
KLRD1	Killer Cell Lectin Like Receptor D1	Protein Coding	48	GC12P010226	2.17	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLRD1
RNPC3	RNA Binding Region (RNP1, RRM) Containing 3	Protein Coding	39	GC01P103525	2.17	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNPC3
SLCO1B1	Solute Carrier Organic Anion Transporter Family Member 1B1	Protein Coding	53	GC12P021058	2.17	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLCO1B1
NFATC1	Nuclear Factor Of Activated T Cells 1	Protein Coding	54	GC18P079395	2.16	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NFATC1
PAFAH1B1	Platelet Activating Factor Acetylhydrolase 1b Regulatory Subunit 1	Protein Coding	52	GC17P002593	2.16	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAFAH1B1
ADD1	Adducin 1	Protein Coding	50	GC04P002856	2.16	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADD1
CLEC2B	C-Type Lectin Domain Family 2 Member B	Protein Coding	42	GC12M012095	2.15	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLEC2B
CASP2	Caspase 2	Protein Coding	55	GC07P143966	2.15	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASP2
MAPK7	Mitogen-Activated Protein Kinase 7	Protein Coding	54	GC17P019379	2.15	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPK7
TIMP4	TIMP Metallopeptidase Inhibitor 4	Protein Coding	47	GC03M012153	2.15	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TIMP4
CD160	CD160 Molecule	Protein Coding	45	GC01P145719	2.15	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD160
ALOX12	Arachidonate 12-Lipoxygenase, 12S Type	Protein Coding	49	GC17P006998	2.15	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALOX12
ZC3H12D	Zinc Finger CCCH-Type Containing 12D	Protein Coding	38	GC06M149446	2.14	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZC3H12D
MAPK9	Mitogen-Activated Protein Kinase 9	Protein Coding	55	GC05M180234	2.14	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPK9
PPP3CA	Protein Phosphatase 3 Catalytic Subunit Alpha	Protein Coding	58	GC04M101024	2.14	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP3CA
KDM1A	Lysine Demethylase 1A	Protein Coding	53	GC01P023019	2.14	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KDM1A
BMP1	Bone Morphogenetic Protein 1	Protein Coding	52	GC08P022164	2.14	https://www.genecards.org/cgi-bin/carddisp.pl?gene=BMP1
TFE3	Transcription Factor Binding To IGHM Enhancer 3	Protein Coding	49	GC0XM049028	2.14	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TFE3
ACTR3	ARP3 Actin Related Protein 3 Homolog	Protein Coding	48	GC02P113889	2.14	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACTR3
FOXC1	Forkhead Box C1	Protein Coding	47	GC06P001610	2.14	https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXC1
CLEC16A	C-Type Lectin Domain Containing 16A	Protein Coding	42	GC16P010944	2.14	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLEC16A
RNASE7	Ribonuclease A Family Member 7	Protein Coding	41	GC14P021042	2.14	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNASE7
ARMS2	Age-Related Maculopathy Susceptibility 2	Protein Coding	35	GC10P122454	2.14	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARMS2
EDN3	Endothelin 3	Protein Coding	52	GC20P059300	2.14	https://www.genecards.org/cgi-bin/carddisp.pl?gene=EDN3
S100A4	S100 Calcium Binding Protein A4	Protein Coding	50	GC01M153518	2.13	https://www.genecards.org/cgi-bin/carddisp.pl?gene=S100A4
IL17C	Interleukin 17C	Protein Coding	44	GC16P088638	2.12	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL17C
KLRB1	Killer Cell Lectin Like Receptor B1	Protein Coding	47	GC12M012090	2.12	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLRB1
SMARCA2	SWI/SNF Related, Matrix Associated, Actin Dependent Regulator Of Chromatin, Subfamily A, Member 2	Protein Coding	55	GC09P002005	2.12	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMARCA2
AKR1B1	Aldo-Keto Reductase Family 1 Member B	Protein Coding	54	GC07M134442	2.12	https://www.genecards.org/cgi-bin/carddisp.pl?gene=AKR1B1
DHCR7	7-Dehydrocholesterol Reductase	Protein Coding	52	GC11M071428	2.12	https://www.genecards.org/cgi-bin/carddisp.pl?gene=DHCR7
COL11A2	Collagen Type XI Alpha 2 Chain	Protein Coding	50	GC06M033162	2.12	https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL11A2
MSX2	Msh Homeobox 2	Protein Coding	53	GC05P174724	2.11	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MSX2
PLIN2	Perilipin 2	Protein Coding	49	GC09M019077	2.11	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLIN2
HPGDS	Hematopoietic Prostaglandin D Synthase	Protein Coding	49	GC04M094298	2.11	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HPGDS
NES	Nestin	Protein Coding	46	GC01M156668	2.11	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NES
MATN1	Matrilin 1	Protein Coding	45	GC01M030688	2.11	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MATN1
CD52	CD52 Molecule	Protein Coding	42	GC01P026317	2.11	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD52
HULC	Hepatocellular Carcinoma Up-Regulated Long Non-Coding RNA	RNA Gene	16	GC06P008652	2.11	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HULC
APOM	Apolipoprotein M	Protein Coding	47	GC06P032197	2.1	https://www.genecards.org/cgi-bin/carddisp.pl?gene=APOM
GABPA	GA Binding Protein Transcription Factor Subunit Alpha	Protein Coding	45	GC21P025734	2.1	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GABPA
CUX1	Cut Like Homeobox 1	Protein Coding	48	GC07P101815	2.1	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CUX1
GNA14	G Protein Subunit Alpha 14	Protein Coding	47	GC09M077423	2.1	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNA14
PI4K2A	Phosphatidylinositol 4-Kinase Type 2 Alpha	Protein Coding	47	GC10P097640	2.1	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PI4K2A
CNTN5	Contactin 5	Protein Coding	42	GC11P098925	2.1	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNTN5
CYP2J2	Cytochrome P450 Family 2 Subfamily J Member 2	Protein Coding	49	GC01M059893	2.09	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP2J2
KCNA2	Potassium Voltage-Gated Channel Subfamily A Member 2	Protein Coding	50	GC01M110519	2.09	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNA2
PDE7A	Phosphodiesterase 7A	Protein Coding	50	GC08M065716	2.09	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDE7A
PLAA	Phospholipase A2 Activating Protein	Protein Coding	49	GC09M026903	2.09	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLAA
ATF1	Activating Transcription Factor 1	Protein Coding	54	GC12P050763	2.09	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATF1
HEXA	Hexosaminidase Subunit Alpha	Protein Coding	52	GC15M072340	2.09	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HEXA
TGFBI	Transforming Growth Factor Beta Induced	Protein Coding	52	GC05P136027	2.09	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TGFBI
TIA1	TIA1 Cytotoxic Granule Associated RNA Binding Protein	Protein Coding	49	GC02M070173	2.09	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TIA1
NDUFS4	NADH:Ubiquinone Oxidoreductase Subunit S4	Protein Coding	49	GC05P053560	2.09	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFS4
AZIN2	Antizyme Inhibitor 2	Protein Coding	40	GC01P033081	2.09	https://www.genecards.org/cgi-bin/carddisp.pl?gene=AZIN2
