hgnc_symbol	entrezgene	ensembl_gene_id	logFC_LC	PValue_LC
ABCD4	5826	ENSG00000119688	-0.216342598	0.519629738
ABCG2	9429	ENSG00000118777	-1.411373821	0.024239521
ACADM	34	ENSG00000117054	-0.080003991	0.815445991
ACOT2	10965	ENSG00000119673	-0.912209676	0.075521507
ACTL8	81569	ENSG00000117148	6.7242827	0.001850664
ACYP1	97	ENSG00000119640	0.81645407	0.088208886
ADGB	79747	ENSG00000118492	0.620950575	0.70858484
ADGRL2	23266	ENSG00000117114	-2.632297925	5.23e-05
ADPRHL2	54936	ENSG00000116863	-0.215144182	0.68511064
AFTPH	54812	ENSG00000119844	-0.221368334	0.419066894
AGMAT	79814	ENSG00000116771	3.780620787	8.73e-05
AKAP7	9465	ENSG00000118507	-1.116924071	0.030761127
AKR1A1	10327	ENSG00000117448	0.030037586	0.949266522
AKT3	10000	ENSG00000117020	-0.408639542	0.391426521
ALDH6A1	4329	ENSG00000119711	-0.40564171	0.291751295
ALDH8A1	64577	ENSG00000118514	-0.056497015	0.947226277
ALG2	85365	ENSG00000119523	-0.246136497	0.479392521
ALMS1	7840	ENSG00000116127	0.380888921	0.380215039
AMPD1	270	ENSG00000116748	0.004726165	0.994427531
AMPD2	271	ENSG00000116337	0.284414529	0.523180179
ANGPTL1	9068	ENSG00000116194	-1.490719299	0.073369846
ANKRD13C	81573	ENSG00000118454	0.374164952	0.296157424
APH1A	51107	ENSG00000117362	-0.045393592	0.926616152
APOA1	335	ENSG00000118137	-2.883186541	0.002499149
AREL1	9870	ENSG00000119682	-0.169631256	0.606641284
ARG1	383	ENSG00000118520	-0.943322322	0.275573145
ARHGEF2	9181	ENSG00000116584	-0.306028988	0.551108999
ARID1A	8289	ENSG00000117713	-0.555850487	0.146179519
ARID3A	1820	ENSG00000116017	0.333574173	0.558688556
ARMC2	84071	ENSG00000118690	0.321168103	0.642869611
ARTN	9048	ENSG00000117407	2.242302803	0.007159632
ASH1L	55870	ENSG00000116539	0.408435314	0.347477699
ATAD2B	54454	ENSG00000119778	0.606396498	0.216823171
ATF2	1386	ENSG00000115966	0.244613206	0.494808797
ATF6	22926	ENSG00000118217	-0.35413543	0.286129632
ATL2	64225	ENSG00000119787	0.384540966	0.265542563
ATP10B	23120	ENSG00000118322	3.986255569	0.000676355
ATP5PB	515	ENSG00000116459	-0.040617986	0.933252721
ATP6V0B	533	ENSG00000117410	0.20549547	0.755730128
ATP6V1B1	525	ENSG00000116039	0.071751424	0.936018944
B4GALT2	8704	ENSG00000117411	1.055464682	0.035850312
B4GALT6	9331	ENSG00000118276	1.170710773	0.077571358
BBOF1	80127	ENSG00000119636	0.372791076	0.617408037
BCAS2	10286	ENSG00000116752	0.132621631	0.763205307
BCL11A	53335	ENSG00000119866	1.422664068	0.028080163
BCL9	607	ENSG00000116128	0.935975098	0.053585201
BLZF1	8548	ENSG00000117475	0.380266362	0.392888655
BMP8B	656	ENSG00000116985	0.969739639	0.171207195
BSPRY	54836	ENSG00000119411	0.569970562	0.349341435
C10orf88	80007	ENSG00000119965	0.368163038	0.311023525
C19orf25	148223	ENSG00000119559	0.053667314	0.914638088
C1orf109	54955	ENSG00000116922	0.331309692	0.418092575
C1orf198	84886	ENSG00000119280	-2.37070048	3.12e-05
C1orf21	81563	ENSG00000116667	-1.800379578	8.98e-05
C1orf54	79630	ENSG00000118292	-0.177861989	0.781338586
C2orf40	84417	ENSG00000119147	-0.916542271	0.492671021
C2orf42	54980	ENSG00000115998	0.01841196	0.962045287
CA14	23632	ENSG00000118298	-0.043251003	0.944054428
CACYBP	27101	ENSG00000116161	1.281704292	0.025246646
CAMSAP2	23271	ENSG00000118200	0.015995091	0.967527661
CAPZA1	829	ENSG00000116489	0.112372652	0.77850366
CASC1	55259	ENSG00000118307	0.374683366	0.750608593
CASP8AP2	9994	ENSG00000118412	0.195410984	0.646554146
CASQ2	845	ENSG00000118729	-2.687103672	0.008828179
CCDC181	57821	ENSG00000117477	0.27511589	0.764865052
CCDC92	80212	ENSG00000119242	-1.298926376	0.001723383
CCND2	894	ENSG00000118971	-0.863472104	0.083482391
CCNI	10983	ENSG00000118816	-0.67924696	0.041829909
CD160	11126	ENSG00000117281	0.236022279	0.724636749
CD2	914	ENSG00000116824	-0.265659732	0.499800041
CD207	50489	ENSG00000116031	-2.257670643	0.02471231
CD3EAP	10849	ENSG00000117877	0.927564813	0.141211806
CD46	4179	ENSG00000117335	0.471682328	0.363782156
CD48	962	ENSG00000117091	-0.758154299	0.148921476
CD58	965	ENSG00000116815	-0.455526077	0.407789948
CDC20	991	ENSG00000117399	3.556074755	0.000312891
CDK18	5129	ENSG00000117266	-0.647353549	0.18835014
CENPF	1063	ENSG00000117724	3.023457187	1.94e-05
CEP104	9731	ENSG00000116198	-0.317725652	0.381295253
CFHR3	10878	ENSG00000116785	1.024672837	0.169935002
CHD5	26038	ENSG00000116254	1.877775047	0.127199599
CHRNB4	1143	ENSG00000117971	3.526850227	0.011246306
CNN3	1266	ENSG00000117519	-0.310380282	0.583561167
CNNM1	26507	ENSG00000119946	1.688859895	0.06019363
CNR1	1268	ENSG00000118432	-3.396340355	0.000149686
CNRIP1	25927	ENSG00000119865	-0.939216159	0.066279571
CNTRL	11064	ENSG00000119397	-0.129336216	0.778828025
COLEC11	78989	ENSG00000118004	0.751536025	0.423929219
COQ6	51004	ENSG00000119723	0.229300558	0.544736714
COX7A2L	9167	ENSG00000115944	-0.056904825	0.894529648
CPSF3	51692	ENSG00000119203	0.444732117	0.208329865
CR2	1380	ENSG00000117322	1.721152731	0.072137615
CREB1	1385	ENSG00000118260	-0.201913659	0.511284971
CRIPT	9419	ENSG00000119878	0.794413996	0.084865888
CRYGD	1421	ENSG00000118231	0	1
CRYZ	1429	ENSG00000116791	0.469294418	0.42201899
CSF3R	1441	ENSG00000119535	-1.615958822	0.020725122
CTBS	1486	ENSG00000117151	-0.088044018	0.825790214
CTGF	1490	ENSG00000118523	-1.565767999	0.007355692
CTH	1491	ENSG00000116761	1.326599529	0.01806004
CTNNAL1	8727	ENSG00000119326	-1.104181772	0.038578683
CTSD	1509	ENSG00000117984	-1.543990169	0.01647203
CUTC	51076	ENSG00000119929	-0.030192241	0.938969936
CYP20A1	57404	ENSG00000119004	-0.580761002	0.055369386
DARS	1615	ENSG00000115866	0.4820733	0.195424016
DARS2	55157	ENSG00000117593	1.111276799	0.004502889
DCAF4	26094	ENSG00000119599	0.450991242	0.314435055
DCLRE1B	64858	ENSG00000118655	-0.252152012	0.517046947
DDX59	83479	ENSG00000118197	-0.017237035	0.963641634
DENND1A	57706	ENSG00000119522	0.423259973	0.348975154
DHCR24	1718	ENSG00000116133	-2.086361183	0.001328204
DHDDS	79947	ENSG00000117682	-0.223088228	0.447142638
DLGAP3	58512	ENSG00000116544	2.846255035	0.011026042
DLST	1743	ENSG00000119689	-0.636944327	0.082947236
DNAH7	56171	ENSG00000118997	0.387332026	0.747493474
DNAJC16	23341	ENSG00000116138	0.271296403	0.390473234
DNAJC6	9829	ENSG00000116675	1.241036338	0.072442476
DNAL1	83544	ENSG00000119661	-0.389360159	0.387127689
DNMT3A	1788	ENSG00000119772	0.661029644	0.080869017
DOCK7	85440	ENSG00000116641	0.359898407	0.396767458
DPH5	51611	ENSG00000117543	0.431815989	0.301930581
DR1	1810	ENSG00000117505	0.024269457	0.945609121
EBNA1BP2	10969	ENSG00000117395	0.95346253	0.073271513
ECE1	1889	ENSG00000117298	-0.188150051	0.719357894
EDEM3	80267	ENSG00000116406	0.874898174	0.032919389
EEF2KMT	196483	ENSG00000118894	0.850527673	0.102235791
EIF2B2	8892	ENSG00000119718	-0.267736576	0.459065995
ELL2	22936	ENSG00000118985	-0.013108284	0.976067929
ELOVL3	83401	ENSG00000119915	-1.75715766	0.023986718
ELOVL4	6785	ENSG00000118402	1.751167631	0.013780838
EPAS1	2034	ENSG00000116016	-3.490961352	1.94e-06
EPCAM	4072	ENSG00000119888	2.005347699	0.027162718
EPHA4	2043	ENSG00000116106	0.131534139	0.77301353
ERI3	79033	ENSG00000117419	0.458474429	0.298693943
ERRFI1	54206	ENSG00000116285	1.156515111	0.083260485
ESRRB	2103	ENSG00000119715	0.728808786	0.437583737
ESYT2	57488	ENSG00000117868	-0.236043214	0.472994179
ETV3	2117	ENSG00000117036	-0.768527464	0.019349068
EXOC8	149371	ENSG00000116903	-0.230184973	0.510677618
F3	2152	ENSG00000117525	-1.036254894	0.146401886
FAAH	2166	ENSG00000117480	0.07799179	0.901461984
FAM206A	54942	ENSG00000119328	0.371152768	0.367846452
FAM20B	9917	ENSG00000116199	-0.43473188	0.200422154
FAM98A	25940	ENSG00000119812	0.383395582	0.278998392
FARSB	10056	ENSG00000116120	0.476232304	0.198948709
FASLG	356	ENSG00000117560	0.432026073	0.406718818
FASTKD2	22868	ENSG00000118246	0.413635519	0.251131109
FBXL5	26234	ENSG00000118564	-0.798092717	0.058821523
FBXO2	26232	ENSG00000116661	0.707807321	0.353586814
FBXO30	84085	ENSG00000118496	-0.040174004	0.913183039
FBXO6	26270	ENSG00000116663	0.334689427	0.568071883
FBXW2	26190	ENSG00000119402	-0.764002564	0.044360724
FCF1	51077	ENSG00000119616	-0.227298523	0.439834588
FGF23	8074	ENSG00000118972	0.053429272	0.980102169
FILIP1	27145	ENSG00000118407	-2.591262607	0.000424805
FKBP15	23307	ENSG00000119321	-0.854372036	0.008798255
FKBP1B	2281	ENSG00000119782	-1.731529386	0.007623957
FLVCR2	55640	ENSG00000119686	-2.137094145	8.81e-05
FMO6P	388714	ENSG00000117507	1.817990988	0.252490388
FOXO3	2309	ENSG00000118689	-1.421833341	0.001422375
GADD45A	1647	ENSG00000116717	1.059570038	0.064865289
GALE	2582	ENSG00000117308	0.92832107	0.142046292
GALNT12	79695	ENSG00000119514	0.033622069	0.954244532
GBP1	2633	ENSG00000117228	0.283712155	0.491214727
GBP3	2635	ENSG00000117226	-0.507126213	0.365719224
GDA	9615	ENSG00000119125	2.286082377	0.12482231
GHRH	2691	ENSG00000118702	-0.110082889	0.892501517
GLE1	2733	ENSG00000119392	-0.047371483	0.89997198
GNPAT	8443	ENSG00000116906	0.166911332	0.644840412
GON4L	54856	ENSG00000116580	0.354954463	0.280458066
GPAM	57678	ENSG00000119927	-0.766285418	0.062480725
GPR68	8111	ENSG00000119714	-0.10711974	0.84431773
GPR75	10936	ENSG00000119737	1.00094732	0.106389935
GPR89A	653519	ENSG00000117262	0.524062023	0.261907606
GPX7	2882	ENSG00000116157	0.592915726	0.283675384
GRIN3B	116444	ENSG00000116032	0.560270424	0.687038195
GTF3C3	9330	ENSG00000119041	0.133974642	0.648212512
HAO2	51179	ENSG00000116882	1.207632587	0.324822658
HDAC1	3065	ENSG00000116478	0.460081807	0.280266649
HDHD3	81932	ENSG00000119431	1.48438535	0.01718265
HEATR1	55127	ENSG00000119285	1.088759055	0.015913217
HELLS	3070	ENSG00000119969	2.414897062	0.000448185
HMGCL	3155	ENSG00000117305	-0.110181713	0.802066503
HMGN3	9324	ENSG00000118418	-0.172679706	0.649563815
HPCAL4	51440	ENSG00000116983	-1.615339901	0.064313695
HS1BP3	64342	ENSG00000118960	-0.415527802	0.326068216
HSD11B1	3290	ENSG00000117594	-1.580200587	0.015211582
HSDL2	84263	ENSG00000119471	-0.627473426	0.164916235
ICMT	23463	ENSG00000116237	0.017618362	0.960606118
ID3	3399	ENSG00000117318	-1.27334092	0.039763433
IDE	3416	ENSG00000119912	0.23406399	0.41992687
IFI27L2	83982	ENSG00000119632	-0.215455799	0.765516866
IFIT2	3433	ENSG00000119922	-1.708888121	0.000134764
IFIT3	3437	ENSG00000119917	-1.584393548	7.62e-05
IFT43	112752	ENSG00000119650	0.553351043	0.295962818
IFT46	56912	ENSG00000118096	0.117750011	0.791520013
IGSF21	84966	ENSG00000117154	0.397135467	0.656082615
INVS	27130	ENSG00000119509	0.059203848	0.877394657
IPO13	9670	ENSG00000117408	-0.33563525	0.413837028
IRF2BPL	64207	ENSG00000119669	-0.360829483	0.296336569
IRF6	3664	ENSG00000117595	0.478244068	0.47074947
ITGB1BP1	9270	ENSG00000119185	-0.071884904	0.856497757
IVNS1ABP	10625	ENSG00000116679	0.216605305	0.548611598
KCNC4	3749	ENSG00000116396	-0.110268035	0.830805324
KCNQ4	9132	ENSG00000117013	-0.296674774	0.722638628
KDM5B	10765	ENSG00000117139	0.624321609	0.094191142
KDSR	2531	ENSG00000119537	-0.81531175	0.018207879
KIAA1324	57535	ENSG00000116299	-0.318628816	0.714679764
KIAA2013	90231	ENSG00000116685	-0.04449757	0.922453235
KIF14	9928	ENSG00000118193	3.910726462	3.83e-05
KIF17	57576	ENSG00000117245	-1.269435819	0.114897775
KIF21B	23046	ENSG00000116852	0.524329545	0.34265187
KISS1R	84634	ENSG00000116014	4.360665887	0.001812178
KLF12	11278	ENSG00000118922	-0.049274697	0.920923338
KLF7	8609	ENSG00000118263	-0.749779567	0.05963899
KLF9	687	ENSG00000119138	-2.310128723	3.8e-05
KLHL12	59349	ENSG00000117153	0.276433248	0.402353172
KLHL29	114818	ENSG00000119771	-0.736250983	0.181801402
KMO	8564	ENSG00000117009	-1.516050667	0.011113876
KMT2A	4297	ENSG00000118058	0.476649465	0.316640479
KPTN	11133	ENSG00000118162	0.382329335	0.495081497
KYNU	8942	ENSG00000115919	0.442881794	0.513349745
LAMTOR2	28956	ENSG00000116586	0.644441605	0.310155554
LCT	3938	ENSG00000115850	3.57913421	0.008923868
LDAH	60526	ENSG00000118961	0.1965086	0.540847942
LEPR	3953	ENSG00000116678	-2.295011525	6.41e-05
LGALS8	3964	ENSG00000116977	-0.515737551	0.081676162
LGALSL	29094	ENSG00000119862	-2.930953894	8.15e-07
LRMP	4033	ENSG00000118308	-0.002244955	0.995832786
LRRC42	115353	ENSG00000116212	0.462249113	0.314989291
LTBP2	4053	ENSG00000119681	-1.849462495	0.000371181
MAD2L2	10459	ENSG00000116670	0.954202277	0.12815848
MAN1C1	57134	ENSG00000117643	-0.612398127	0.223999159
MAP7D1	55700	ENSG00000116871	-1.254520231	0.011317678
MAPKAP1	79109	ENSG00000119487	-0.400493723	0.220270366
MARK1	4139	ENSG00000116141	1.020416766	0.180160456
MECR	51102	ENSG00000116353	0.162315617	0.67870787
MED28	80306	ENSG00000118579	0.35202584	0.405541889
MEF2D	4209	ENSG00000116604	-0.572119783	0.142907656
MESD	23184	ENSG00000117899	-0.223542538	0.549416304
MFAP2	4237	ENSG00000117122	2.058170623	0.020824305
MFN2	9927	ENSG00000116688	-0.511961687	0.193014334
MFSD1	64747	ENSG00000118855	-0.582316152	0.119523058
MIIP	60672	ENSG00000116691	0.16432273	0.757424935
MLH3	27030	ENSG00000119684	0.035531972	0.92426007
MMP8	4317	ENSG00000118113	-0.019040775	0.982925814
MORN1	79906	ENSG00000116151	0.769443437	0.226535483
MPL	4352	ENSG00000117400	-0.02559119	0.973215417
MREG	55686	ENSG00000118242	0.141251016	0.754891728
MROH9	80133	ENSG00000117501	-0.234849094	0.875651495
MRPL37	51253	ENSG00000116221	0.492742685	0.263683358
MRPS15	64960	ENSG00000116898	0.763892735	0.202984184
MSH6	2956	ENSG00000116062	1.260879764	0.017281808
MTFR1L	56181	ENSG00000117640	-0.12114288	0.748168307
MTR	4548	ENSG00000116984	-0.020216921	0.955807296
MUC5B	727897	ENSG00000117983	3.301489401	0.048886025
MXI1	4601	ENSG00000119950	-0.497339256	0.145560025
MYB	4602	ENSG00000118513	0.729041102	0.351006021
MYCL	4610	ENSG00000116990	0.425422458	0.508534377
MYL12B	103910	ENSG00000118680	-0.364810583	0.535364964
NCF2	4688	ENSG00000116701	-2.304427591	2.71e-05
NDUFA8	4702	ENSG00000119421	0.304894775	0.560250924
NDUFB3	4709	ENSG00000119013	0.289340277	0.568642995
NEK2	4751	ENSG00000117650	3.82823739	8.15e-06
NEK6	10783	ENSG00000119408	0.219803969	0.516445258
NEK9	91754	ENSG00000119638	-0.565620238	0.07869051
NENF	29937	ENSG00000117691	0.650597941	0.344128308
NFE2L2	4780	ENSG00000116044	-0.609382819	0.113167211
NID1	4811	ENSG00000116962	-0.04600386	0.92614375
NKX2-3	159296	ENSG00000119919	0.153161521	0.900256251
NPC2	10577	ENSG00000119655	-0.779969303	0.282287809
NPHS2	7827	ENSG00000116218	-1.405984794	0.192061272
NR4A3	8013	ENSG00000119508	-0.932947823	0.302855381
NR5A2	2494	ENSG00000116833	-0.762631529	0.215544035
NRDE2	55051	ENSG00000119720	-0.13997482	0.700993543
NRP2	8828	ENSG00000118257	1.022146447	0.151203401
NSL1	25936	ENSG00000117697	0.46382786	0.290690183
NSUN4	387338	ENSG00000117481	-0.056596294	0.865866676
NT5C1A	84618	ENSG00000116981	-0.05243406	0.96272793
OGFRL1	79627	ENSG00000119900	-0.139389244	0.762018771
OLFM3	118427	ENSG00000118733	-1.666784275	0.293808638
OLFML3	56944	ENSG00000116774	-1.586573202	0.005082221
ONECUT2	9480	ENSG00000119547	6.566636855	0.000598173
OPRD1	4985	ENSG00000116329	2.926601708	0.02117612
ORC2	4999	ENSG00000115942	0.634313463	0.06838915
ORC4	5000	ENSG00000115947	0.409437948	0.335835245
OSBPL9	114883	ENSG00000117859	-0.449472338	0.126958615
OSCP1	127700	ENSG00000116885	-0.222245919	0.745874312
P3H1	64175	ENSG00000117385	0.879699189	0.085553375
PADI2	11240	ENSG00000117115	-1.435657487	0.00222474
PAPPA2	60676	ENSG00000116183	2.014515091	0.079032285
PARD3B	117583	ENSG00000116117	-1.847873034	0.004003221
PARK7	11315	ENSG00000116288	0.372512338	0.483212232
PCDH17	27253	ENSG00000118946	-1.239122911	0.027128291
PCYOX1	51449	ENSG00000116005	-1.921157639	0.000101855
PDC	5132	ENSG00000116703	3.302867299	0.01751409
PGF	5228	ENSG00000119630	1.026991247	0.108176748
PHF13	148479	ENSG00000116273	0.153856457	0.700838047
PHF19	26147	ENSG00000119403	0.668672533	0.1786258
PHF3	23469	ENSG00000118482	-0.512382707	0.143414405
PHTF1	10745	ENSG00000116793	0.159757731	0.635164782
PIGZ	80235	ENSG00000119227	0.03926912	0.949242418
PIK3R3	8503	ENSG00000117461	-1.05422459	0.016037531
PINK1-AS	100861548	ENSG00000117242	0.161947697	0.769576888
PKD2	5311	ENSG00000118762	-0.350051046	0.359425311
PLA2G2D	26279	ENSG00000117215	2.334400297	0.014479369
PLA2G4A	5321	ENSG00000116711	1.908548059	0.034699894
PLAGL1	5325	ENSG00000118495	-1.359525537	0.000795346
PLCL1	5334	ENSG00000115896	-1.844196012	0.000375706
PLEK	5341	ENSG00000115956	-0.867098181	0.041356901
PLEKHA3	65977	ENSG00000116095	0.124767739	0.730204621
PLEKHM2	23207	ENSG00000116786	-0.635172665	0.169366767
PLPPR4	9890	ENSG00000117600	-1.10187679	0.046223875
PLPPR5	163404	ENSG00000117598	-2.751571411	0.088991876
PMFBP1	83449	ENSG00000118557	1.864774095	0.023977488
PNO1	56902	ENSG00000115946	0.501204591	0.305102836
PPL	5493	ENSG00000118898	-1.370794973	0.034171033
PPP1R3C	5507	ENSG00000119938	-2.104339097	0.001359903
PPP1R8	5511	ENSG00000117751	0.131178212	0.736701721
PPP4R4	57718	ENSG00000119698	-1.036833193	0.183921727
PPP6C	5537	ENSG00000119414	-0.812828723	0.015638442
PRAMEF1	65121	ENSG00000116721	0	1
PRAMEF12	390999	ENSG00000116726	0	1
PRDM2	7799	ENSG00000116731	-0.212917522	0.570093176
PRDX1	5052	ENSG00000117450	0.21682892	0.668885994
PRDX6	9588	ENSG00000117592	-0.324690028	0.477668441
PRG4	10216	ENSG00000116690	-3.633671894	5.85e-05
PRLHR	2834	ENSG00000119973	-0.867297749	0.484584802
PROX1	5629	ENSG00000117707	2.09099156	0.021921672
PROX2	283571	ENSG00000119608	0.717086122	0.351136818
PRPF3	9129	ENSG00000117360	0.664419826	0.044826077
PRRC2C	23215	ENSG00000117523	0.36662296	0.356970455
PRRX1	5396	ENSG00000116132	1.488569893	0.015040162
PTBP2	58155	ENSG00000117569	1.053009406	0.01287013
PTBP3	9991	ENSG00000119314	0.447736781	0.18320975
PTCH2	8643	ENSG00000117425	1.435032443	0.045223067
PTPA	5524	ENSG00000119383	-0.259030152	0.590237747
PYROXD2	84795	ENSG00000119943	0.149351445	0.78655634
QSOX1	5768	ENSG00000116260	-0.554032704	0.303618973
RAB14	51552	ENSG00000119396	-1.094165773	0.002316364
RAB29	8934	ENSG00000117280	-0.178510921	0.676276771
RAB32	10981	ENSG00000118508	-0.603640478	0.308369838
RAB3GAP2	25782	ENSG00000118873	0.233391736	0.472425032
RAD23B	5887	ENSG00000119318	-0.091078456	0.791920704
RALGPS2	55103	ENSG00000116191	2.026195745	0.000789449
RAP1A	5906	ENSG00000116473	-1.050052196	0.025902442
RARRES1	5918	ENSG00000118849	0.869550471	0.155959445
RBBP5	5929	ENSG00000117222	-0.048651339	0.881770895
RBM18	92400	ENSG00000119446	-0.432066436	0.166569985
RBM25	58517	ENSG00000119707	0.47469002	0.169321912
RCAN3	11123	ENSG00000117602	0.04166329	0.889573483
RCN2	5955	ENSG00000117906	0.264415889	0.540686153
RCOR3	55758	ENSG00000117625	0.188713208	0.624628319
RGS2	5997	ENSG00000116741	-0.944573687	0.048217679
RGS4	5999	ENSG00000117152	2.439557095	0.003465045
RHOQ	23433	ENSG00000119729	-0.652244334	0.085359778
RHOU	58480	ENSG00000116574	-0.209992294	0.674432796
RIMS3	9783	ENSG00000117016	-1.321033544	0.004260161
RLF	6018	ENSG00000117000	0.079208379	0.800516516
RND3	390	ENSG00000115963	-0.263333517	0.617930881
RNF146	81847	ENSG00000118518	-0.819390742	0.01126217
RNF19B	127544	ENSG00000116514	-0.012229217	0.972120241
RPA2	6118	ENSG00000117748	0.17973375	0.684629804
RPE65	6121	ENSG00000116745	6.638114231	0.003831306
RPF1	80135	ENSG00000117133	-0.259521044	0.522991666
RPL22	6146	ENSG00000116251	-0.15814076	0.701749699
RPN2	6185	ENSG00000118705	-0.043263089	0.923435613
RPS25	6230	ENSG00000118181	0.201867753	0.696526555
RPS6KA1	6195	ENSG00000117676	-1.078898263	0.04006264
RRAGC	64121	ENSG00000116954	-0.4082361	0.329222349
RSRP1	57035	ENSG00000117616	1.228121353	0.009209224
RXYLT1	10329	ENSG00000118600	0.609778322	0.122704403
S100PBP	64766	ENSG00000116497	0.653414092	0.071595247
SATB2	23314	ENSG00000119042	2.017726852	0.005375608
SCAMP3	10067	ENSG00000116521	0.353635347	0.455368916
SCP2	6342	ENSG00000116171	-0.350730544	0.370305354
SDC1	6382	ENSG00000115884	-0.327946896	0.474014529
SDHB	6390	ENSG00000117118	0.289823736	0.572416218
SENP5	205564	ENSG00000119231	0.434851675	0.192369213
SERPINC1	462	ENSG00000117601	-1.005408956	0.236822203
SET	6418	ENSG00000119335	-0.018711841	0.960039819
SFPQ	6421	ENSG00000116560	0.446239128	0.187269019
SGIP1	84251	ENSG00000118473	-0.430435605	0.466777994
SGK1	6446	ENSG00000118515	-1.885525329	0.00130092
SIPA1L2	57568	ENSG00000116991	-0.587545368	0.198657862
SLAMF1	6504	ENSG00000117090	-0.107556318	0.83048216
SLC16A7	9194	ENSG00000118596	0.713746805	0.21831664
SLC17A5	26503	ENSG00000119899	-0.889978965	0.011627998
SLC19A2	10560	ENSG00000117479	-0.263962343	0.479589961
SLC1A4	6509	ENSG00000115902	0.718513215	0.061026393
